Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
146,2025-02-17,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,1900,2052,1851,1989,21120,40780153.7,1935,2363.3,965,2025-02-17T14:59:23.024684,1989,359,1930.87,4910.16
147,2025-02-17,2792,UPPER,Upper Tamakoshi Hydropower Ltd,206.9,206.9,203,204,158218,32261970,202.9,295,152.1,2025-02-17T14:59:57.17139,204,672,203.9,43207.2
148,2025-02-17,2806,GHL,Ghalemdi Hydro Limited,235,238.5,228,230,279771,64781568.6,233.9,283,141,2025-02-17T14:59:55.19836,230,757,231.55,3795
149,2025-02-17,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,920,947,920,937,27372,25694485.1,915,1177,616.9,2025-02-17T14:59:55.101102,937,307,938.71,6868.64
150,2025-02-17,2810,UPCL,UNIVERSAL POWER COMPANY LTD,312.3,312.3,301,302,118840,36174382,306.2,345,183,2025-02-17T14:59:56.000302,302,466,304.39,6885.39
151,2025-02-17,2813,PPCL,Panchthar Power Compant Limited,329,329,316.1,319.9,24505,7830265.3,324.9,367.2,220,2025-02-17T14:59:59.372282,319.9,151,319.53,3079.04
152,2025-02-17,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,1907.9,1974.9,1906,1974.9,12812,24909903.4,1872,2327,800,2025-02-17T14:59:28.759073,1974.9,211,1944.26,2993.05
153,2025-02-17,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,2671.4,2881,2671.4,2881,5276,15180142.4,2619.1,3300,883.6,2025-02-17T14:59:59.804437,2881,145,2877.2,3337.62
154,2025-02-17,2835,NBF2,NABIL BALANCED FUND-2,9.3,9.54,9.23,9.53,13500,127852,9.38,10.63,7.65,2025-02-17T14:59:36.917152,9.53,15,9.47,1067.36
155,2025-02-17,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,437.5,443,427,427,142070,61446819.6,437,527,260.3,2025-02-17T14:59:55.459139,427,574,432.51,29215.77
156,2025-02-17,2860,SAPDBL,Saptakoshi Development Bank Ltd,1380.9,1380.9,1268.1,1268.1,54767,69867166.5,1409,1622.7,242.1,2025-02-17T14:59:58.525461,1268.1,475,1275.71,10580.25
157,2025-02-17,2863,NICBF,NIC Asia Balanced Fund,9.04,9.11,9.04,9.11,2250,20364.5,9.21,10.5,7.71,2025-02-17T14:45:23.10069,9.11,4,9.05,687.8
158,2025-02-17,2867,NMB50,NMB 50,10.13,10.38,10.13,10.38,11107,113660.3,10.31,12.54,8.95,2025-02-17T14:46:47.698145,10.38,13,10.23,1297.5
159,2025-02-17,2880,HDHPC,Himal Dolakha Hydropower Company Limited,205,205,200,200.9,131568,26613841.2,203,273,123.3,2025-02-17T14:59:56.883816,200.9,461,202.28,5625.2
160,2025-02-17,2886,ADBLD83,10.35% Agricultural Bank Debenture 2083,1100,1100,1100,1100,250,275000,1121.5,1160,1010,2025-02-17T14:19:26.984631,1100,2,1100,2750
161,2025-02-17,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,696.1,744,696.1,734.8,47661,34421806.3,705,907,520.3,2025-02-17T14:59:58.405956,734.8,537,722.22,12781.41
162,2025-02-17,2903,LEC,Liberty Energy Company Limited,205.8,209,205,207.8,162781,33703280.3,210,344,175.1,2025-02-17T14:59:39.523898,207.8,706,207.04,4675.5
163,2025-02-17,2907,SSHL,Shiva Shree Hydropower Ltd,236.1,248,236.1,238.4,97141,23295927.3,236.1,281.1,154,2025-02-17T14:59:50.67342,238.4,373,239.81,3519.74
164,2025-02-17,2913,MEN,Mountain Energy Nepal Limited,601,605,598.4,598.7,67519,40534287.9,597.8,809.5,498.1,2025-02-17T14:59:56.171385,598.7,385,600.33,15582.46
165,2025-02-17,2915,PMLI,Prabhu Mahalaxmi Life Insurance Limited,590.5,590.5,570,580,18640,10723547.2,579,732.2,473,2025-02-17T14:59:58.587301,580,308,575.29,27408.48
166,2025-02-17,2917,CGH,Chandragiri Hills Limited,890,904.5,885,894,35134,31464381.5,888,1360,760,2025-02-17T14:59:46.883472,894,358,895.55,13714.77
167,2025-02-17,2919,NIFRA,Nepal Infrastructure Bank Limited,282,290,278.3,279,369689,104706580.3,282,366.6,188.1,2025-02-17T14:59:59.381019,279,1578,283.22,60264
168,2025-02-17,2923,SLCF,Sanima Large Cap Fund,9.32,9.5,9.32,9.45,4900,46117,9.5,10.6,7.37,2025-02-17T14:57:50.204548,9.45,19,9.41,1134
169,2025-02-17,2862,CMF2,CITIZENS MUTUAL FUND 2,9.4,9.43,9.23,9.32,1700,15936,9.4,10.68,7.44,2025-02-17T14:45:44.469822,9.32,5,9.37,521.92
170,2025-02-17,2869,NICAD8283,11% NIC Asia Debenture 082/83,1085,1085,1085,1081,121,131281,1099,1262.7,1014,2025-02-17T14:57:50.656015,1081,4,1084.96,1978.23
171,2025-02-17,2881,NRIC,Nepal Reinsurance Company Limited,961,1015,961,1011,325068,326435355,980,1052,630.1,2025-02-17T14:59:59.727806,1011,1794,1004.2,135698.31
172,2025-02-17,2896,SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,1024,1107,1024,1060,17436,18668667.3,1044,1470.8,572,2025-02-17T14:59:59.306417,1060,259,1070.69,7429.1
173,2025-02-17,2897,SMPDAP,Sampada Laghubitta Bittiya Sanstha Limited Promoter,550,550,495,495,163574,81559978.8,550,550,327,2025-02-17T12:51:08.017192,495,10,498.61,
174,2025-02-17,2898,NRN,NRN Infrastructure and Development Limited,1411,1445,1410,1440,184331,264758352.8,1411,1448.4,478.3,2025-02-17T14:59:58.935745,1440,885,1436.32,18494.96
175,2025-02-17,2902,LUK,Laxmi Unnati Kosh,9.45,9.5,9.45,9.5,1800,17032,9.61,10.22,7.8,2025-02-17T14:51:28.352964,9.5,5,9.46,619.99
176,2025-02-17,2904,PBLD84,10% Prabhu Bank Debenture 2084 ,1078,1078,1072,1072,101,108728,1068,1130,976.5,2025-02-17T11:55:24.492808,1072,5,1076.51,2144
177,2025-02-17,2908,SGIC,Sanima GIC Insurance Limited,685.3,707,685.3,697.3,34926,24471007.7,691,817.1,488,2025-02-17T14:59:43.959218,697.3,401,700.65,13946
178,2025-02-17,2914,UMRH,United IDI Mardi RB Hydropower Limited.,762,790,742,763.2,229413,173841612.2,749.8,790,325,2025-02-17T14:59:58.957873,763.2,1041,757.76,3381.74
179,2025-02-17,2922,SBD87,8.5% Sanima Debenture 2087,1050,1050,1050,1050,100,105000,1050,1080,885,2025-02-17T14:56:23.02554,1050,4,1050,3205.02
180,2025-02-17,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2351,2487.7,2351,2458,17312,42261716,2398.9,2648.7,1538.1,2025-02-17T14:59:54.115743,2458,261,2441.18,5347.69
181,2025-02-17,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,759,762,752.5,757.9,29752,22574516.3,752,926.8,484.9,2025-02-17T14:59:50.934268,757.9,207,758.75,4299.74
182,2025-02-17,4947,PSF,Prabhu Select Fund,9.9,10.11,9.9,10.11,13700,137784,10.01,11.1,8.33,2025-02-17T14:57:43.534922,10.11,29,10.05,1263.75
183,2025-02-17,4965,SAMAJ,Samaj Laghubittya Bittiya Sanstha Limited,3450,3734.5,3450,3683.9,4982,17951591.6,3395,4181,1586.7,2025-02-17T14:59:59.815352,3683.9,212,3603.29,841.77
184,2025-02-17,4968,RMF1,RBB Mutual Fund 1,8.57,9.05,8.57,9.05,16800,148509,8.67,10.19,7.43,2025-02-17T14:59:43.478092,9.05,17,8.83,1131.25
185,2025-02-17,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,588,594,583,587,60623,35718344.7,588,735,402,2025-02-17T14:59:58.188075,587,306,589.18,2209
186,2025-02-17,8020,JBBD87,Jyoti Bikash Bank Bond 2087,1043.1,1060,1043.1,1060,155,163792.5,1051,1105,890.1,2025-02-17T12:54:04.521186,1060,4,1056.72,1590
187,2025-02-17,8021,SAHAS,Sahas Urja Limited,504.1,509.8,504.1,507,126976,64375589,504,725,409.5,2025-02-17T14:59:59.817695,507,836,506.99,19164.6
188,2025-02-17,8022,TPC,Terhathum Power Company Limited,620,627,614,618,50810,31489555.6,618,671.6,410,2025-02-17T14:59:47.222992,618,312,619.75,2472
189,2025-02-17,8023,MMF1,Mega Mutual Fund -1,8.44,8.77,8.41,8.58,22889,195899.56,8.6,9.72,6.53,2025-02-17T14:59:54.477889,8.58,42,8.55,1072.5
190,2025-02-17,8024,NBF3,Nabil Balanced Fund-3,8.99,9.17,8.99,9.17,19271,174798.07,9.17,10.45,7.05,2025-02-17T14:42:28.426884,9.17,38,9.07,1146.25
191,2025-02-17,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,576.1,576.1,551.8,557,41852,23339060.6,564.9,742,420.5,2025-02-17T14:59:58.48917,557,303,557.65,2228
192,2025-02-17,8044,EBLD86,Everest Bank Limited,1030,1030,1030,1030,25,25750,1032,1080,884.2,2025-02-17T14:53:36.652077,1030,1,1030,882.49
193,2025-02-17,8045,GVL,Green Ventures Limited,551.5,551.5,537,544,17015,9184248.6,541,699.9,402.4,2025-02-17T14:58:58.69335,544,204,539.77,18700
194,2025-02-17,8055,BHL,Balephi Hydropower Limited,379.4,379.4,360,364,18853,6865426.7,372,520,312,2025-02-17T14:59:57.581105,364,183,364.15,13307.62
195,2025-02-17,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1780,1861.5,1744.4,1840,23847,43318017.5,1746.7,1923.9,1080.1,2025-02-17T14:59:58.612194,1840,546,1816.49,4902.21
196,2025-02-17,8066,RFPL,River Falls Power Limited,900,900,865,865,54233,47387330.3,885,1484,308,2025-02-17T14:59:53.790207,865,682,873.77,6055
197,2025-02-17,2924,GLH,GreenLife Hydropower Limited,264,269,261,262.5,68046,17977863.2,262.1,336,196,2025-02-17T14:59:59.138643,262.5,267,264.2,4725
198,2025-02-17,2933,KEF,Kumari Equity Fund,8.76,9.02,8.76,9.02,15200,134925,8.92,10.76,7.65,2025-02-17T14:56:21.671133,9.02,22,8.87,902
199,2025-02-17,2934,SHEL,Singati Hydro Energy Limited,254,257.9,251.1,252,146183,37101814.3,254,334.4,143.1,2025-02-17T14:59:57.507166,252,451,253.8,7308
200,2025-02-17,2937,SBCF,Sunrise Bluechip Fund,8.91,9.22,8.91,9.22,4350,39223,9.03,10.04,7.33,2025-02-17T14:57:26.717292,9.22,8,9.01,1152.5
201,2025-02-17,3946,CHDC,CEDB Holdings Limited,2268,2268,2180,2194,124134,274377096.7,2224,2370,627,2025-02-17T14:59:59.789814,2194,932,2210.32,22691.16
202,2025-02-17,4949,NIBSF2,NIBL Samriddhi Fund -2,8.11,8.33,8.01,8.23,9900,81637,8.11,9.6,7.07,2025-02-17T14:43:19.395635,8.23,37,8.24,1234.5
203,2025-02-17,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1425,1430,1413,1421,7720,10990671.5,1402,1920,1205,2025-02-17T14:59:45.085051,1421,210,1423.66,21829
204,2025-02-17,4963,NMBD87/88,NMB Debenture 8.50% - 2087/88,1031,1045,1026.2,1045,136,141496,1051.6,1082.2,895,2025-02-17T14:20:53.227449,1045,3,1040.41,2090
205,2025-02-17,4967,NICSF,NIC Asia Select Fund 30,9.07,9.43,9.07,9.25,4045,37266.35,9.25,11.45,8.31,2025-02-17T14:42:16.351847,9.25,13,9.21,1156.25
206,2025-02-17,5982,SRLI,Sanima Reliance Life Insurance Limited,432.6,435,425,435,127910,54917135.7,424.2,654,412.1,2025-02-17T14:59:59.081931,435,702,429.34,21545.83
207,2025-02-17,6985,SDBD87,Shangri-la Development Bank Debenture 2087,1060,1060,1060,1060,75,79500,1050,1114,885.2,2025-02-17T14:23:17.219726,1060,2,1060,795
208,2025-02-17,7986,NICD88,NIC ASIA Rinpatra 2088,1050,1050,1050,1050,50,52500,1042,1083,935,2025-02-17T14:47:57.390649,1050,1,1050,1652.57
209,2025-02-17,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,2332.9,2379,2270,2325,21115,49040363.2,2334,2530,620,2025-02-17T14:59:57.039889,2325,304,2322.53,2542.97
210,2025-02-17,8025,SPC,Samling Power Company Limited,667.6,667.6,639,642,132283,86402339.8,655.1,722,464,2025-02-17T14:59:59.641734,642,717,653.16,3210
211,2025-02-17,8026,NYADI,Nyadi Hydropower Limited,689.1,714,666,700,102609,71893164.7,703.1,880,260.3,2025-02-17T14:59:59.634653,700,895,700.65,10500
212,2025-02-17,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,350,356,349.2,350.4,62240,21938003.5,351,433,279.3,2025-02-17T14:59:59.991254,350.4,598,352.47,21024
213,2025-02-17,8034,ENL,Emerging Nepal Limited,1210.1,1235,1209.1,1229,4056,4987669.6,1232,1453.5,728,2025-02-17T14:59:43.641812,1229,85,1229.7,6828.32
214,2025-02-17,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2349.9,2366.6,2321,2357.3,3482,8182971.4,2349.3,2641,1492.1,2025-02-17T14:59:28.333043,2357.3,103,2350.07,6011.11
215,2025-02-17,8043,CBLD88,Civil Bank Debenture 2088,1150,1150,1150,1150,100,115000,1132.1,1254.2,983,2025-02-17T14:28:09.603521,1150,3,1150,3450
216,2025-02-17,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,4885.3,4990,4620,4900,7106,34917646,4985,6600,1045,2025-02-17T14:59:58.654307,4900,148,4913.82,5201.26
217,2025-02-17,8074,KDBY,Kumari Dhanabriddhi Yojana,8.99,9.27,8.99,9.17,6400,58825,9.09,11,8.15,2025-02-17T14:58:53.960987,9.17,22,9.19,36.68
218,2025-02-17,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,725,728,706,717,27655,19733685.4,714,829.7,434,2025-02-17T14:59:57.03064,717,235,713.56,8130.78
219,2025-02-17,8097,PBD88,10% Prime Debenture 2088,1142.4,1142.4,1121,1121,36,40591.4,1120,1219.7,985,2025-02-17T14:02:46.199966,1121,2,1127.53,1952.65
220,2025-02-17,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,897,899.1,874,882,4296,3806960.8,881.5,969,329.1,2025-02-17T14:59:06.356688,882,101,886.16,4410
221,2025-02-17,8102,MHL,Mandakini Hydropower Limited,855,868.9,847,847,9656,8268522.9,855,1101,361.5,2025-02-17T14:59:56.053192,847,154,856.3,5478.12
222,2025-02-17,8104,USHEC,Upper Solu Hydro Electric Company Limited,730,730,705.6,714,29071,20747382.9,727,752,333.2,2025-02-17T14:59:58.066198,714,204,713.67,9639
223,2025-02-17,8108,RHGCL,Rapti Hydro And General Construction Limited,674.3,681,665,669.5,40241,27010692.4,674.9,700.7,275,2025-02-17T14:59:55.564043,669.5,287,671.22,4102.65
224,2025-02-17,8110,SBID83,10.25% Nepal SBI Bank Debenture 2083,1071.1,1071.1,1069.1,1069.1,70,74953.5,1090.5,1147.4,1005,2025-02-17T14:50:39.834277,1069.1,3,1070.76,2567.42
225,2025-02-17,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,655,655,625,629,61372,38790340.6,642.9,696,386,2025-02-17T14:59:58.82745,629,543,632.05,6631.3
226,2025-02-17,8073,NICFC,NIC Asia Flexi CAP Fund,9.03,9.3,9.03,9.13,1800,16521,9.2,10.99,8.13,2025-02-17T14:57:35.265785,9.13,13,9.17,93.13
227,2025-02-17,8076,HHL,Himalayan Hydropower Limited,585,625,585,597,46312,27846589.7,590,635,318,2025-02-17T14:59:58.622961,597,347,601.28,6537.15
228,2025-02-17,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,629,630.1,612.5,612.5,29820,18474416.5,621,649.5,295.2,2025-02-17T14:59:59.1209,612.5,237,619.53,9757.13
229,2025-02-17,8106,GIBF1,Global IME Balanced Fund-1,9.69,10.61,9.55,10.61,3500,34233,9.69,10.61,7.92,2025-02-17T14:26:35.495532,10.61,16,9.78,1088.34
230,2025-02-17,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1825,1921,1825,1890,9507,17992002.2,1825,2250,751,2025-02-17T14:58:49.960328,1890,206,1892.5,2515.59
231,2025-02-17,8126,SIKLES,Sikles Hydropower Limited,1355,1475,1341,1387.9,5471,7486482.1,1363,1475,452,2025-02-17T14:59:59.333125,1387.9,181,1368.39,11797.15
232,2025-02-17,8131,EHPL,Eastern Hydropower Limited,853,855,842.2,852.1,21813,18500281.5,839,997,415.7,2025-02-17T14:59:55.456573,852.1,177,848.13,5283.02
233,2025-02-17,9135,BHPL,Barahi Hydropower Public Limited,1088,1215,1088,1200,17298,19371407.9,1110.1,1275,449,2025-02-17T14:59:59.63951,1200,160,1119.86,3000
234,2025-02-17,9138,NIBLGF,NIBL Growth Fund,8.45,8.62,8.45,8.55,3400,28927,8.5,10.64,7.69,2025-02-17T14:00:30.006497,8.55,6,8.5,1128.6
235,2025-02-17,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,2682,2829,2667,2777,12528,34581961.2,2630.2,3223,1190,2025-02-17T14:59:51.770813,2777,322,2760.37,4125.93
236,2025-02-17,9147,SPL,Shuvam Power Limited,981,1020,981,1007,9124,9212241.7,990,1109.6,619,2025-02-17T14:59:47.642333,1007,128,1009.67,2014
237,2025-02-17,9148,SMH,Super Mai Hydropower Limited,1064,1104.6,1058.5,1104.6,6106,6556225.3,1072,1283,640,2025-02-17T14:57:00.049407,1104.6,103,1073.73,5909.61
238,2025-02-17,9149,MKHC,Maya Khola Hydropower Company Limited,563,585,563,574,41338,23708111.8,565,627,271.9,2025-02-17T14:59:59.632211,574,305,573.51,5740
239,2025-02-17,9150,AHL,Asian Hydropower Limited,811,891,811,849,17591,15040882,825,904,410.1,2025-02-17T14:59:59.586513,849,204,855.03,2886.6
240,2025-02-17,9154,SFEF,Sunrise Focused Equity Fund,9.23,9.23,9.07,9.09,1300,11853,9.4,10.66,7.41,2025-02-17T13:54:49.145719,9.09,7,9.11,909
241,2025-02-17,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,578,586,572.6,573.1,82497,47797975.6,577.4,637,348,2025-02-17T14:59:47.68391,573.1,485,579.39,19098.56
242,2025-02-17,9158,MHCL,Molung Hydropower Company Limited,640.5,640.5,620,624.9,88825,56074115.9,628,640.5,355,2025-02-17T14:59:58.943557,624.9,622,631.28,5014.82
243,2025-02-17,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,576.1,591,576.1,581.9,47771,27940395.7,580,800,343.6,2025-02-17T14:58:38.353584,581.9,369,584.88,6826.85
244,2025-02-17,9167,MKHL,Mai Khola Hydropower Limited,688,717,688,709,27916,19877695.5,700,745,342,2025-02-17T14:59:58.223085,709,239,712.05,2780.39
245,2025-02-17,9168,GBILD84/85,Global IME Bank Debenture, 2084/85,1170.6,1170.6,1170.6,1191,8,9532.4,1170.6,1220,1000,2025-02-17T14:59:14.969485,1191,3,1191.55,5955
246,2025-02-17,9171,BEDC,Bhugol Energy Development Company Limited,885.3,950,837.9,950,80105,69770262.3,868,1080,327,2025-02-17T14:59:59.233613,950,470,870.98,5168.51
247,2025-02-17,9173,CITY,City Hotel Limited,920,950,920,938.9,18508,17419695.9,930,1168.5,559,2025-02-17T14:59:46.69701,938.9,280,941.19,15717.19
248,2025-02-17,9178,RMF2,RBB Mutual Fund 2,9.02,9.1,9,9.1,12850,115815,9.19,10.73,7.91,2025-02-17T14:55:19.911948,9.1,6,9.01,769.97
249,2025-02-17,9179,MEL,Modi Energy Limited,369.2,369.2,354,359.9,62276,22336427.6,362,393,203,2025-02-17T14:59:59.14038,359.9,513,358.66,10437.1
250,2025-02-17,9181,RAWA,Rawa Energy Development Limited,880.2,924,867,899,51383,46386364.7,863,950.6,430.2,2025-02-17T14:59:57.944612,899,430,902.75,2517.2
251,2025-02-17,9183,NRM,Nepal Republic Media Limited,599,605,580,600,195709,115617822.7,590,619,330.4,2025-02-17T14:59:57.978152,600,1039,590.76,5805
252,2025-02-17,9184,ILI,IME Life Insurance Company Limited,511,513.2,498,512,98846,50423017.3,501.9,606,412.5,2025-02-17T14:59:58.107728,512,1101,510.11,25600
253,2025-02-17,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,182.2,182.2,175.6,177.9,307559,55036094.3,178.8,212,97.2,2025-02-17T14:59:59.00027,177.9,460,178.94,5870.7
254,2025-02-17,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1224,1285,1224,1269,24296,30659664.9,1224,1306.8,580,2025-02-17T14:59:57.578759,1269,331,1261.92,3172.5
255,2025-02-17,8121,SPHL,Sayapatri Hydropower Limited,852,871,852,865,8056,6963667.5,852,922,443,2025-02-17T14:52:15.322128,865,131,864.4,2595
256,2025-02-17,8122,PPL,People's Power Limited,605,615,596,598,34137,20579665.6,606,683.4,299.1,2025-02-17T14:59:54.565263,598,295,602.85,3782.95
257,2025-02-17,8125,NSIF2,NMB Sulav Investment Fund - 2,10.05,10.25,10.05,10.16,1200,12130,10.2,12.47,8.57,2025-02-17T14:10:40.563949,10.16,9,10.1,1240.54
258,2025-02-17,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,2670.1,2907,2670.1,2791,7751,22130733.3,2700,2907,777,2025-02-17T14:59:42.884929,2791,204,2855.21,3052.66
259,2025-02-17,8133,PHCL,Peoples Hydropower Company Limited,687.2,687.2,668,680,225228,151544433.6,701.2,701.2,275.1,2025-02-17T14:59:57.577668,680,1053,672.84,21760
260,2025-02-17,9139,SAGF,Sanima Growth Fund,9.15,9.25,9.15,9.25,600,5515,9.3,10.93,8.15,2025-02-17T13:08:07.285024,9.25,6,9.19,622.09
261,2025-02-17,9146,SMHL,Super Madi Hydropower Limited,1070.2,1099.8,1056,1075.1,29438,31631822.2,1070,1657,421.5,2025-02-17T14:59:53.050714,1075.1,366,1074.52,23705.95
262,2025-02-17,9151,KDL,Kalinchowk Darshan Limited,1220,1220,1181,1188,10199,12198421.1,1197,1381,735,2025-02-17T14:57:42.089316,1188,165,1196.04,7128
263,2025-02-17,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,4946.9,5074.9,4870,5074.9,1659,8280800.9,4861,6735,1777.6,2025-02-17T14:59:54.927172,5074.9,76,4991.44,3975.84
264,2025-02-17,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,827,835,803.6,813,72796,59141306.9,836,860,342,2025-02-17T14:59:58.866933,813,333,812.42,6178.8
265,2025-02-17,9170,DOLTI,Dolti Power Company Limited,784.4,790,753.5,779.9,26836,20892178.8,769.1,1017,348,2025-02-17T14:59:49.237882,779.9,279,778.51,4184.05
266,2025-02-17,9174,PRSF,Prabhu Smart Fund,10.05,10.12,10.05,10.12,600,6057,10.25,11.3,8.21,2025-02-17T14:35:58.71486,10.12,5,10.09,1012
267,2025-02-17,9175,MCHL,Menchhiyam Hydropower Limited,678,691,660.1,660.4,18018,12037141.9,675,714,312.8,2025-02-17T14:59:59.676199,660.4,196,668.06,3583.22
268,2025-02-17,9176,IHL,Ingwa Hydropower Limited,820,831,814.1,820,94017,77133315.1,814,838,323.1,2025-02-17T14:59:49.415301,820,455,820.41,4920
269,2025-02-17,9182,SIGS3,Siddhartha Investment Growth Scheme 3,9.65,9.8,9.65,9.71,14600,141759,9.62,10.81,7.86,2025-02-17T14:57:50.440394,9.71,9,9.7,782.43
270,2025-02-17,9198,LVF2,Laxmi Value Fund 2,8.91,9,8.91,9,3109,27905.64,9,10.01,7.5,2025-02-17T14:45:43.430017,9,9,8.97,720
271,2025-02-17,9199,RNLI,Reliable Nepal Life Insurance Limited,563,570,562,568,99661,56515145.4,562,600.1,410,2025-02-17T14:59:58.204372,568,874,567.07,26355.2
272,2025-02-17,9201,SNLI,Sun Nepal Life Insurance Company Limited,680.3,683.9,676,676.6,58941,40072851.6,680.3,708,447.2,2025-02-17T14:59:52.928255,676.6,757,679.88,26804.19
273,2025-02-17,9203,MEHL,Manakamana Engineering Hydropower Limited,656,679,656,670.5,73396,49107273.2,668,679,275,2025-02-17T14:59:58.196296,670.5,704,669.07,5364
274,2025-02-17,9211,SBID89,9% Nepal SBI Bank Rinpatra 2089,1100,1100,1100,1100,18,19800,1113,1135,882,2025-02-17T14:37:00.724657,1100,1,1100,1560.2
275,2025-02-17,9214,BGWT,Bhagawati Hydropower Development Company Limited,1137,1188,1137,1165,8448,9706083.9,1160,1361.7,548,2025-02-17T14:59:50.173663,1165,178,1148.92,6931.14
276,2025-02-17,9215,MSHL,Mid Solu Hydropower Limited,1046,1087.3,1035,1035,12154,12783954.6,1065,1180,562,2025-02-17T14:59:59.637174,1035,169,1051.83,7745.94
277,2025-02-17,9217,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,778.2,807,778.2,783,23767,18755373.3,794,890.4,391,2025-02-17T14:59:56.126092,783,250,789.13,7830
278,2025-02-17,9221,H8020,Himalayan 80-20,10.02,10.1,9.9,10.1,155900,1566764,10.03,10.83,8.3,2025-02-17T14:53:21.658792,10.1,13,10.04,101
279,2025-02-17,9225,VLUCL,Vision Lumbini Urja Company Limited ,778,793,778,784,57299,45027431.3,778,816,445.1,2025-02-17T14:59:51.620941,784,430,785.83,14994
280,2025-02-17,9230,MKCL,Muktinath Krishi Company Limited,1647,1758,1647,1723,26800,46489118.2,1680,1926,785,2025-02-17T14:59:58.917615,1723,404,1734.66,12061
281,2025-02-17,9191,C30MF,Citizens Super 30 Mutual Fund,9.25,9.25,9.25,9.25,100,925,9.25,10.92,8.11,2025-02-17T12:49:10.558001,9.25,1,9.25,694.42
282,2025-02-17,9192,USHL,Upper Syange Hydropower Limited,815,825,805.2,815,4713,3828684.4,811.1,961,443.2,2025-02-17T14:59:58.213938,815,112,812.36,1793
283,2025-02-17,9193,GCIL,Ghorahi Cement Industry Limited,495,501.1,493.2,495,22014,10923766.5,492.8,668,446.3,2025-02-17T14:59:41.146201,495,382,496.21,22610.04
284,2025-02-17,9194,TSHL,Three Star Hydropower Limited,907.2,925,901,908,9766,8900725.7,907.2,1231,460.6,2025-02-17T14:59:58.071748,908,143,911.39,4471.9
285,2025-02-17,9196,KBSH,Kutheli Bukhari Small Hydropower Limited,2509.9,2728,2460,2728,9940,26598995,2480,3300,915,2025-02-17T14:52:56.760651,2728,143,2675.95,3657
286,2025-02-17,9197,LBBLD89,11% L.B.B.L. Debenture 2089,1160,1160,1160,1200,32,37296.3,1159.2,1270,1000,2025-02-17T14:58:39.896916,1200,5,1165.5,1200
287,2025-02-17,9208,ULHC,Upper Lohore Khola Hydropower Company Limited,632,638,605.1,620.1,54755,34135279,630,693,300,2025-02-17T14:59:51.006645,620.1,425,623.41,3161.29
288,2025-02-17,9209,CLI,Citizen Life Insurance Company Limited,722,743.5,722,730,56014,40980450.7,729,763.9,418.5,2025-02-17T14:59:57.199416,730,709,731.61,28743.75
289,2025-02-17,9212,MANDU,Mandu Hydropower Limited,985,1011,960.1,960.5,10434,10155610.5,972,1493.1,648.6,2025-02-17T14:59:43.630082,960.5,176,973.31,13097.73
290,2025-02-17,9213,HATHY,Hathway Investment Nepal Limited,1446,1470,1445,1459,33922,49504680.2,1445,1816,805.9,2025-02-17T14:59:59.213914,1459,444,1459.36,41310.13
291,2025-02-17,9216,SONA,Sonapur Minerals And Oil Limited,464,477.6,464,477.6,55838,26302407.3,464,624,406.1,2025-02-17T14:59:55.858136,477.6,760,471.04,14686.44
